time,open,high,low,close,volume
2015-03-23 08:00:00,1.08667,1.09707,1.07667,1.09441,91164
2015-03-24 08:00:00,1.09457,1.10286,1.08897,1.09176,80441
2015-03-25 08:00:00,1.09184,1.10139,1.09002,1.09708,69803
2015-03-26 08:00:00,1.09711,1.10515,1.08555,1.08740,90096
2015-03-27 08:00:00,1.08743,1.09473,1.08007,1.08841,83003
2015-03-30 08:00:00,1.08841,1.08913,1.08095,1.08320,75521
2015-03-31 08:00:00,1.08317,1.08447,1.07123,1.07308,70009
2015-04-01 08:00:00,1.07331,1.07992,1.07180,1.07624,72023
2015-04-02 08:00:00,1.07622,1.09048,1.07497,1.08792,67761
2015-04-03 08:00:00,1.08793,1.10261,1.08632,1.09679,42177
2015-04-06 08:00:00,1.10007,1.10348,1.09090,1.09213,42818
2015-04-07 08:00:00,1.09211,1.09540,1.08029,1.08137,70632
2015-04-08 08:00:00,1.08137,1.08870,1.07627,1.07795,75544
2015-04-09 08:00:00,1.07796,1.07884,1.06372,1.06584,70600
2015-04-10 08:00:00,1.06585,1.06833,1.05674,1.06030,69708
2015-04-13 08:00:00,1.06030,1.06190,1.05202,1.05659,70464
2015-04-14 08:00:00,1.05658,1.07043,1.05311,1.06539,77117
2015-04-15 08:00:00,1.06534,1.07015,1.05705,1.06869,82189
2015-04-16 08:00:00,1.06869,1.08172,1.06246,1.07592,109153
2015-04-17 08:00:00,1.07592,1.08481,1.07343,1.08089,92329
2015-04-20 08:00:00,1.08089,1.08195,1.07120,1.07379,71150
2015-04-21 08:00:00,1.07379,1.07808,1.06594,1.07333,88718
2015-04-22 08:00:00,1.07333,1.08004,1.07079,1.07253,92181
2015-04-23 08:00:00,1.07253,1.08458,1.06655,1.08245,100340
2015-04-24 08:00:00,1.08245,1.08996,1.07842,1.08700,100443
2015-04-27 08:00:00,1.08627,1.09263,1.08191,1.08869,86221
2015-04-28 08:00:00,1.08897,1.09905,1.08595,1.09788,100394
2015-04-29 08:00:00,1.09767,1.11875,1.09591,1.11265,117774
2015-04-30 08:00:00,1.11277,1.12659,1.10708,1.12222,143218
2015-05-01 08:00:00,1.12188,1.12896,1.11742,1.11967,102047
2015-05-04 08:00:00,1.11922,1.12238,1.11224,1.11469,62220
2015-05-05 08:00:00,1.11444,1.12203,1.10662,1.11849,21097
2015-05-06 08:00:00,1.11851,1.13693,1.11749,1.13447,41796
2015-05-07 08:00:00,1.13473,1.13918,1.12371,1.12657,31166
2015-05-08 08:00:00,1.12654,1.12876,1.11789,1.12085,34340
2015-05-11 08:00:00,1.12000,1.12053,1.11305,1.11542,48198
2015-05-12 08:00:00,1.11544,1.12780,1.11337,1.12127,105463
2015-05-13 08:00:00,1.12127,1.13821,1.12019,1.13542,86143
2015-05-14 08:00:00,1.13535,1.14442,1.13402,1.14095,105449
2015-05-15 08:00:00,1.14094,1.14661,1.13233,1.14466,77665
2015-05-18 08:00:00,1.14485,1.14485,1.12979,1.13140,51726
2015-05-19 08:00:00,1.13146,1.13256,1.11184,1.11490,112121
2015-05-20 08:00:00,1.11506,1.11514,1.10616,1.10932,122301
2015-05-21 08:00:00,1.10917,1.11807,1.10790,1.11113,109322
2015-05-22 08:00:00,1.11113,1.12069,1.10016,1.10141,105137
2015-05-25 08:00:00,1.10052,1.10089,1.09584,1.09769,60698
2015-05-26 08:00:00,1.09764,1.09806,1.08626,1.08723,113774
2015-05-27 08:00:00,1.08718,1.09284,1.08185,1.09034,107899
2015-05-28 08:00:00,1.09035,1.09579,1.08681,1.09473,117478
2015-05-29 08:00:00,1.09471,1.10053,1.09251,1.09895,104414
2015-06-01 08:00:00,1.09835,1.09876,1.08865,1.09258,118185
2015-06-02 08:00:00,1.09257,1.11927,1.09152,1.11501,189524
2015-06-03 08:00:00,1.11499,1.12843,1.10811,1.12737,102112
2015-06-04 08:00:00,1.12736,1.13793,1.12219,1.12372,67030
2015-06-05 08:00:00,1.12370,1.12793,1.10489,1.11163,185260
2015-06-08 08:00:00,1.11018,1.13063,1.10837,1.12908,151939
2015-06-09 08:00:00,1.12902,1.13446,1.12136,1.12817,171017
2015-06-10 08:00:00,1.12796,1.13855,1.12599,1.13230,187092
2015-06-11 08:00:00,1.13232,1.13306,1.11816,1.12566,150647
2015-06-12 08:00:00,1.12567,1.12961,1.11509,1.12621,148197
2015-06-15 08:00:00,1.12133,1.12938,1.11893,1.12820,112556
2015-06-16 08:00:00,1.12830,1.13292,1.12044,1.12467,128956
2015-06-17 08:00:00,1.12467,1.13574,1.12057,1.13365,150512
2015-06-18 08:00:00,1.13365,1.14360,1.13297,1.13595,164081
2015-06-19 08:00:00,1.13575,1.13962,1.12915,1.13483,127247
2015-06-22 08:00:00,1.13740,1.14097,1.13115,1.13396,132015
2015-06-23 08:00:00,1.13398,1.13469,1.11347,1.11674,155646
2015-06-24 08:00:00,1.11663,1.12344,1.11539,1.12033,143646
2015-06-25 08:00:00,1.12056,1.12273,1.11534,1.12035,122528
2015-06-26 08:00:00,1.12023,1.12194,1.11297,1.11713,118028
2015-06-29 08:00:00,1.10047,1.12776,1.09538,1.12350,193963
2015-06-30 08:00:00,1.12346,1.12437,1.11123,1.11453,156812
2015-07-01 08:00:00,1.11380,1.11708,1.10425,1.10518,135383
2015-07-02 08:00:00,1.10525,1.11209,1.10319,1.10826,127664
2015-07-03 08:00:00,1.10835,1.11175,1.10643,1.11038,100405
2015-07-06 08:00:00,1.09794,1.10950,1.09688,1.10551,153241
2015-07-07 08:00:00,1.10551,1.10581,1.09158,1.10103,173620
2015-07-08 08:00:00,1.10104,1.10925,1.09734,1.10756,160168
2015-07-09 08:00:00,1.10754,1.11245,1.09910,1.10353,143058
2015-07-10 08:00:00,1.10353,1.12153,1.10300,1.11541,157300
2015-07-13 08:00:00,1.10993,1.11963,1.09948,1.10001,148997
2015-07-14 08:00:00,1.10001,1.10808,1.09649,1.10082,143590
2015-07-15 08:00:00,1.10082,1.10349,1.09293,1.09477,142338
2015-07-16 08:00:00,1.09483,1.09620,1.08549,1.08730,142440
2015-07-17 08:00:00,1.08731,1.09063,1.08281,1.08299,118379
2015-07-20 08:00:00,1.08332,1.08695,1.08078,1.08245,115065
2015-07-21 08:00:00,1.08243,1.09690,1.08109,1.09324,148089
2015-07-22 08:00:00,1.09341,1.09662,1.08691,1.09278,201564
2015-07-23 08:00:00,1.09234,1.10180,1.09213,1.09826,167751
2015-07-24 08:00:00,1.09800,1.09955,1.09251,1.09762,123864
2015-07-27 08:00:00,1.09759,1.11292,1.09687,1.10866,144811
2015-07-28 08:00:00,1.10871,1.10995,1.10219,1.10592,130748
2015-07-29 08:00:00,1.10588,1.10837,1.09667,1.09821,137573
2015-07-30 08:00:00,1.09809,1.09890,1.08931,1.09313,141300
2015-07-31 08:00:00,1.09304,1.11139,1.09208,1.09831,153941
2015-08-03 08:00:00,1.09711,1.09957,1.09410,1.09503,133189
2015-08-04 08:00:00,1.09493,1.09873,1.08786,1.08809,145962
2015-08-05 08:00:00,1.08783,1.09370,1.08477,1.09052,146918
2015-08-06 08:00:00,1.09041,1.09433,1.08733,1.09235,130219
2015-08-07 08:00:00,1.09216,1.09780,1.08548,1.09640,124434
2015-08-10 08:00:00,1.09623,1.10411,1.09250,1.10154,100312
2015-08-11 08:00:00,1.10167,1.10880,1.09602,1.10370,135337
2015-08-12 08:00:00,1.10390,1.12137,1.10240,1.11553,143564
2015-08-13 08:00:00,1.11563,1.11885,1.10796,1.11476,111571
2015-08-14 08:00:00,1.11460,1.11885,1.10976,1.11100,110116
2015-08-17 08:00:00,1.11140,1.11245,1.10584,1.10728,120954
2015-08-18 08:00:00,1.10738,1.10935,1.10171,1.10228,118625
2015-08-19 08:00:00,1.10238,1.11342,1.10174,1.11160,149578
2015-08-20 08:00:00,1.11154,1.12444,1.11067,1.12375,154304
2015-08-21 08:00:00,1.12372,1.13884,1.12289,1.13865,186431
2015-08-24 08:00:00,1.13742,1.17138,1.13679,1.16129,261024
2015-08-25 08:00:00,1.16168,1.16214,1.13961,1.15127,240331
2015-08-26 08:00:00,1.15155,1.15612,1.12912,1.13115,231687
2015-08-27 08:00:00,1.13072,1.13642,1.12028,1.12393,182216
2015-08-28 08:00:00,1.12428,1.13094,1.11559,1.11803,157044
2015-08-31 08:00:00,1.11767,1.12620,1.11692,1.12090,123174
2015-09-01 08:00:00,1.12079,1.13318,1.12077,1.13133,174012
2015-09-02 08:00:00,1.13127,1.13193,1.12162,1.12258,159394
2015-09-03 08:00:00,1.12252,1.12430,1.10869,1.11222,143763
2015-09-04 08:00:00,1.11206,1.11894,1.10897,1.11469,145529
2015-09-07 08:00:00,1.11571,1.11774,1.11210,1.11684,112259
2015-09-08 08:00:00,1.11668,1.12292,1.11522,1.12012,144640
2015-09-09 08:00:00,1.11981,1.12160,1.11313,1.12060,153104
2015-09-10 08:00:00,1.12020,1.12950,1.11715,1.12776,168140
2015-09-11 08:00:00,1.12755,1.13493,1.12538,1.13395,146209
2015-09-14 08:00:00,1.13298,1.13729,1.12832,1.13150,123048
2015-09-15 08:00:00,1.13145,1.13284,1.12580,1.12687,137018
2015-09-16 08:00:00,1.12680,1.13204,1.12138,1.12890,132532
2015-09-17 08:00:00,1.12885,1.14408,1.12842,1.14336,145689
2015-09-18 08:00:00,1.14333,1.14600,1.12691,1.12985,159089
2015-09-21 08:00:00,1.12823,1.13298,1.11809,1.11888,139437
2015-09-22 08:00:00,1.11886,1.12072,1.11130,1.11236,136505
2015-09-23 08:00:00,1.11229,1.12130,1.11049,1.11844,143671
2015-09-24 08:00:00,1.11843,1.12956,1.11641,1.12321,159672
2015-09-25 08:00:00,1.12280,1.12280,1.11159,1.11994,156142
2015-09-28 08:00:00,1.11910,1.12474,1.11463,1.12436,145183
2015-09-29 08:00:00,1.12441,1.12810,1.11935,1.12478,156307
2015-09-30 08:00:00,1.12469,1.12610,1.11569,1.11763,144420
2015-10-01 08:00:00,1.11748,1.12090,1.11347,1.11939,136303
2015-10-02 08:00:00,1.11931,1.13181,1.11501,1.12095,152574
2015-10-05 08:00:00,1.12202,1.12890,1.11731,1.11871,155664
2015-10-06 08:00:00,1.11854,1.12792,1.11717,1.12704,136981
2015-10-07 08:00:00,1.12706,1.12840,1.12112,1.12368,145693
2015-10-08 08:00:00,1.12353,1.13265,1.12341,1.12756,139258
2015-10-09 08:00:00,1.12748,1.13869,1.12667,1.13569,145604
2015-10-12 08:00:00,1.13588,1.13966,1.13547,1.13578,94013
2015-10-13 08:00:00,1.13571,1.14108,1.13438,1.13782,124917
2015-10-14 08:00:00,1.13773,1.14889,1.13768,1.14730,138506
2015-10-15 08:00:00,1.14723,1.14949,1.13629,1.13803,144400
2015-10-16 08:00:00,1.13819,1.13945,1.13339,1.13474,122270
2015-10-19 08:00:00,1.13546,1.13788,1.13054,1.13269,124837
2015-10-20 08:00:00,1.13268,1.13868,1.13237,1.13453,110310
2015-10-21 08:00:00,1.13430,1.13772,1.13342,1.13382,111411
2015-10-22 08:00:00,1.13372,1.13507,1.10998,1.11087,150246
2015-10-23 08:00:00,1.11055,1.11394,1.09963,1.10169,153746
2015-10-26 08:00:00,1.10071,1.10682,1.10035,1.10529,114119
2015-10-27 08:00:00,1.10524,1.10780,1.10300,1.10462,115382
2015-10-28 08:00:00,1.10454,1.10955,1.08966,1.09267,128620
2015-10-29 08:00:00,1.09268,1.09862,1.09026,1.09858,125217
2015-10-30 08:00:00,1.09858,1.10723,1.09653,1.10050,137706
2015-11-02 08:00:00,1.10266,1.10527,1.09998,1.10150,109114
2015-11-03 08:00:00,1.10139,1.10298,1.09357,1.09627,119749
2015-11-04 08:00:00,1.09626,1.09675,1.08439,1.08653,136540
2015-11-05 08:00:00,1.08628,1.08972,1.08333,1.08828,133932
2015-11-06 08:00:00,1.08825,1.08935,1.07070,1.07390,132696
2015-11-09 08:00:00,1.07283,1.07896,1.07191,1.07499,146695
2015-11-10 08:00:00,1.07500,1.07637,1.06740,1.07227,141813
2015-11-11 08:00:00,1.07214,1.07733,1.07054,1.07417,131074
2015-11-12 08:00:00,1.07432,1.08301,1.06906,1.08120,175868
2015-11-13 08:00:00,1.08103,1.08167,1.07137,1.07668,158760
2015-11-16 08:00:00,1.07366,1.07578,1.06744,1.06847,148817
2015-11-17 08:00:00,1.06770,1.06904,1.06305,1.06430,145784
2015-11-18 08:00:00,1.06413,1.06922,1.06166,1.06583,135966
2015-11-19 08:00:00,1.06574,1.07628,1.06549,1.07338,156694
2015-11-20 08:00:00,1.07322,1.07382,1.06397,1.06451,141561
2015-11-23 08:00:00,1.06372,1.06565,1.05922,1.06354,150590
2015-11-24 08:00:00,1.06355,1.06733,1.06193,1.06426,154783
2015-11-25 08:00:00,1.06428,1.06890,1.05657,1.06238,163860
2015-11-26 08:00:00,1.06228,1.06270,1.05996,1.06102,100405
2015-11-27 08:00:00,1.06101,1.06376,1.05682,1.05938,122303
2015-11-30 08:00:00,1.05887,1.05947,1.05576,1.05643,125836
2015-12-01 08:00:00,1.05639,1.06369,1.05629,1.06324,142795
2015-12-02 08:00:00,1.06340,1.06355,1.05505,1.06135,148672
2015-12-03 08:00:00,1.06121,1.09807,1.05222,1.09385,193877
2015-12-04 08:00:00,1.09408,1.09559,1.08357,1.08779,197815
2015-12-07 08:00:00,1.08681,1.08872,1.07958,1.08366,137004
2015-12-08 08:00:00,1.08348,1.09021,1.08299,1.08920,147793
2015-12-09 08:00:00,1.08895,1.10427,1.08789,1.10244,173961
2015-12-10 08:00:00,1.10214,1.10242,1.09247,1.09401,152562
2015-12-11 08:00:00,1.09395,1.10305,1.09263,1.09894,163728
2015-12-14 08:00:00,1.09801,1.10483,1.09452,1.09922,173997
2015-12-15 08:00:00,1.09905,1.10593,1.09044,1.09285,159311
2015-12-16 08:00:00,1.09289,1.10116,1.08878,1.09104,173023
2015-12-17 08:00:00,1.09097,1.09138,1.08023,1.08245,150539
2015-12-18 08:00:00,1.08242,1.08742,1.08047,1.08613,156544
2015-12-21 08:00:00,1.08511,1.09387,1.08457,1.09139,127939
2015-12-22 08:00:00,1.09133,1.09839,1.09021,1.09568,120357
2015-12-23 08:00:00,1.09506,1.09568,1.08696,1.09099,104495
2015-12-24 08:00:00,1.09087,1.09673,1.09023,1.09542,61302
2015-12-28 08:00:00,1.09441,1.09922,1.09441,1.09681,79315
2015-12-29 08:00:00,1.09641,1.09914,1.08988,1.09180,92900
2015-12-30 08:00:00,1.09214,1.09434,1.09014,1.09312,93938
2015-12-31 08:00:00,1.09303,1.09368,1.08526,1.08609,66736
2016-01-04 08:00:00,1.08696,1.09462,1.07808,1.08319,157687
2016-01-05 08:00:00,1.08274,1.08386,1.07104,1.07463,132203
2016-01-06 08:00:00,1.07464,1.07992,1.07127,1.07796,149117
2016-01-07 08:00:00,1.07789,1.09399,1.07707,1.09287,177685
2016-01-08 08:00:00,1.09243,1.09331,1.08028,1.09245,172703
2016-01-11 08:00:00,1.09171,1.09697,1.08476,1.08581,153753
2016-01-12 08:00:00,1.08568,1.08999,1.08193,1.08570,159298
2016-01-13 08:00:00,1.08579,1.08870,1.08046,1.08757,165246
2016-01-14 08:00:00,1.08739,1.09429,1.08342,1.08634,181007
2016-01-15 08:00:00,1.08647,1.09844,1.08543,1.09132,184568
2016-01-18 08:00:00,1.09206,1.09273,1.08684,1.08941,128564
2016-01-19 08:00:00,1.08894,1.09389,1.08591,1.09065,163116
2016-01-20 08:00:00,1.09051,1.09757,1.08769,1.08883,192784
2016-01-21 08:00:00,1.08876,1.09208,1.07770,1.08726,208559
2016-01-22 08:00:00,1.08727,1.08763,1.07888,1.07965,166857
2016-01-25 08:00:00,1.07886,1.08566,1.07886,1.08475,153222
2016-01-26 08:00:00,1.08474,1.08740,1.08185,1.08683,148897
2016-01-27 08:00:00,1.08685,1.09163,1.08503,1.08920,176075
2016-01-28 08:00:00,1.08925,1.09674,1.08694,1.09390,170459
2016-01-29 08:00:00,1.09384,1.09483,1.08096,1.08300,209310
2016-02-01 08:00:00,1.08297,1.09125,1.08142,1.08873,149072
2016-02-02 08:00:00,1.08873,1.09397,1.08819,1.09177,151389
2016-02-03 08:00:00,1.09158,1.11452,1.09034,1.11017,200352
2016-02-04 08:00:00,1.11016,1.12387,1.10693,1.12067,225686
2016-02-05 08:00:00,1.12053,1.12468,1.11084,1.11578,187784
2016-02-08 08:00:00,1.11415,1.12155,1.10862,1.11912,189737
2016-02-09 08:00:00,1.11910,1.13378,1.11620,1.12940,231656
2016-02-10 08:00:00,1.12903,1.13111,1.11602,1.12889,229356
2016-02-11 08:00:00,1.12899,1.13761,1.12736,1.13218,253405
2016-02-12 08:00:00,1.13220,1.13337,1.12138,1.12503,208643
2016-02-15 08:00:00,1.12336,1.12495,1.11276,1.11531,159956
2016-02-16 08:00:00,1.11530,1.11928,1.11239,1.11423,168249
2016-02-17 08:00:00,1.11420,1.11788,1.11057,1.11267,171626
2016-02-18 08:00:00,1.11262,1.11493,1.10707,1.11058,166185
2016-02-19 08:00:00,1.11063,1.11390,1.10664,1.11279,157798
2016-02-22 08:00:00,1.11111,1.11244,1.10028,1.10281,148929
2016-02-23 08:00:00,1.10273,1.10524,1.09898,1.10180,159977
2016-02-24 08:00:00,1.10173,1.10459,1.09571,1.10116,176041
2016-02-25 08:00:00,1.10137,1.10496,1.09865,1.10168,161056
2016-02-26 08:00:00,1.10168,1.10679,1.09114,1.09289,159885
2016-02-29 08:00:00,1.09130,1.09625,1.08589,1.08718,161758
2016-03-01 08:00:00,1.08751,1.08932,1.08338,1.08656,162298
2016-03-02 08:00:00,1.08644,1.08807,1.08251,1.08672,160186
2016-03-03 08:00:00,1.08676,1.09725,1.08533,1.09556,154816
2016-03-04 08:00:00,1.09556,1.10430,1.09027,1.10064,166289
2016-03-07 08:00:00,1.09879,1.10255,1.09397,1.10121,127729
2016-03-08 08:00:00,1.10127,1.10575,1.09933,1.10096,142910
2016-03-09 08:00:00,1.10095,1.10345,1.09457,1.09981,134228
2016-03-10 08:00:00,1.09973,1.12177,1.08219,1.11759,176693
2016-03-11 08:00:00,1.11759,1.12093,1.10801,1.11462,150540
2016-03-14 08:00:00,1.11444,1.11759,1.10775,1.11012,127000
2016-03-15 08:00:00,1.11012,1.11248,1.10715,1.11048,130357
2016-03-16 08:00:00,1.11049,1.12420,1.10575,1.12120,146973
2016-03-17 08:00:00,1.12123,1.13422,1.12048,1.13151,161032
2016-03-18 08:00:00,1.13139,1.13365,1.12558,1.12688,138417
2016-03-21 08:00:00,1.12682,1.12844,1.12344,1.12386,115649
2016-03-22 08:00:00,1.12386,1.12596,1.11881,1.12150,118562
2016-03-23 08:00:00,1.12151,1.12231,1.11628,1.11796,90109
2016-03-24 08:00:00,1.11802,1.11874,1.11439,1.11786,104732
2016-03-25 08:00:00,1.11786,1.11789,1.11536,1.11613,45514
2016-03-28 08:00:00,1.11599,1.12197,1.11527,1.11952,62033
2016-03-29 08:00:00,1.11930,1.13032,1.11687,1.12893,141292
2016-03-30 08:00:00,1.12896,1.13652,1.12831,1.13387,152488
2016-03-31 08:00:00,1.13359,1.14115,1.13098,1.13788,145361
2016-04-01 08:00:00,1.13777,1.14377,1.13344,1.13897,159690
2016-04-04 08:00:00,1.13994,1.14123,1.13570,1.13888,129475
2016-04-05 08:00:00,1.13863,1.14049,1.13356,1.13826,146695
2016-04-06 08:00:00,1.13826,1.14317,1.13262,1.13979,149211
2016-04-07 08:00:00,1.13975,1.14538,1.13373,1.13767,165889
2016-04-08 08:00:00,1.13751,1.14190,1.13488,1.13949,140419
2016-04-11 08:00:00,1.14138,1.14470,1.13721,1.14097,126835
2016-04-12 08:00:00,1.14052,1.14645,1.13458,1.13835,144352
2016-04-13 08:00:00,1.13827,1.13909,1.12680,1.12723,151524
2016-04-14 08:00:00,1.12728,1.12945,1.12335,1.12663,137771
2016-04-15 08:00:00,1.12616,1.13167,1.12453,1.12827,119449
2016-04-18 08:00:00,1.12998,1.13317,1.12734,1.13119,119210
2016-04-19 08:00:00,1.13091,1.13842,1.13030,1.13575,121795
2016-04-20 08:00:00,1.13566,1.13876,1.12901,1.12952,129818
2016-04-21 08:00:00,1.12952,1.13985,1.12696,1.12860,147583
2016-04-22 08:00:00,1.12859,1.13084,1.12154,1.12154,143320
2016-04-25 08:00:00,1.12167,1.12779,1.12145,1.12660,122000
2016-04-26 08:00:00,1.12660,1.13394,1.12559,1.12950,125742
2016-04-27 08:00:00,1.12948,1.13611,1.12713,1.13191,131122
2016-04-28 08:00:00,1.13199,1.13676,1.12960,1.13509,155075
2016-04-29 08:00:00,1.13509,1.14590,1.13470,1.14504,156574
2016-05-02 08:00:00,1.14582,1.15354,1.14479,1.15331,131824
2016-05-03 08:00:00,1.15331,1.16159,1.14947,1.14949,159314
2016-05-04 08:00:00,1.14960,1.15292,1.14659,1.14855,156038
2016-05-05 08:00:00,1.14829,1.14934,1.13856,1.14048,129054
2016-05-06 08:00:00,1.14040,1.14796,1.13863,1.14009,138490
2016-05-09 08:00:00,1.13939,1.14194,1.13750,1.13806,118175
2016-05-10 08:00:00,1.13814,1.14096,1.13583,1.13717,117173
2016-05-11 08:00:00,1.13691,1.14462,1.13686,1.14251,110018
2016-05-12 08:00:00,1.14242,1.14288,1.13702,1.13766,116605
2016-05-13 08:00:00,1.13736,1.13795,1.12825,1.13088,133533
2016-05-16 08:00:00,1.13098,1.13420,1.13019,1.13193,103824
2016-05-17 08:00:00,1.13198,1.13482,1.13013,1.13118,120937
2016-05-18 08:00:00,1.13111,1.13159,1.12140,1.12158,142939
2016-05-19 08:00:00,1.12144,1.12297,1.11796,1.12019,137673
2016-05-20 08:00:00,1.12016,1.12370,1.11960,1.12217,100668
2016-05-23 08:00:00,1.12033,1.12426,1.11873,1.12190,105512
2016-05-24 08:00:00,1.12187,1.12267,1.11321,1.11393,122763
2016-05-25 08:00:00,1.11398,1.11666,1.11285,1.11539,117544
2016-05-26 08:00:00,1.11536,1.12164,1.11492,1.11927,117558
2016-05-27 08:00:00,1.11918,1.12004,1.11107,1.11130,110864
2016-05-30 08:00:00,1.11125,1.11443,1.10977,1.11380,74596
2016-05-31 08:00:00,1.11362,1.11731,1.11219,1.11303,134654
2016-06-01 08:00:00,1.11301,1.11937,1.11138,1.11869,142623
2016-06-02 08:00:00,1.11865,1.12198,1.11449,1.11510,134491
2016-06-03 08:00:00,1.11499,1.13732,1.10707,1.13662,151235
2016-06-06 08:00:00,1.13542,1.13923,1.13262,1.13528,142741
2016-06-07 08:00:00,1.13528,1.13801,1.13383,1.13555,121862
2016-06-08 08:00:00,1.13563,1.14103,1.13541,1.13938,118280
2016-06-09 08:00:00,1.13936,1.14151,1.13052,1.13129,129055
2016-06-10 08:00:00,1.13130,1.13210,1.12450,1.12533,133550
2016-06-13 08:00:00,1.12478,1.13027,1.12316,1.12893,149811
2016-06-14 08:00:00,1.12890,1.12980,1.11886,1.12056,139493
2016-06-15 08:00:00,1.12068,1.12982,1.11894,1.12602,140534
2016-06-16 08:00:00,1.12580,1.12946,1.11307,1.12230,179607
2016-06-17 08:00:00,1.12231,1.12961,1.12225,1.12752,136556
2016-06-20 08:00:00,1.13308,1.13821,1.13018,1.13121,141590
2016-06-21 08:00:00,1.13093,1.13492,1.12428,1.12439,126239
2016-06-22 08:00:00,1.12421,1.13372,1.12362,1.12947,122068
2016-06-23 08:00:00,1.12937,1.14208,1.12930,1.13791,141171
2016-06-24 08:00:00,1.13840,1.14278,1.09113,1.10912,298052
2016-06-27 08:00:00,1.10024,1.10833,1.09705,1.10237,211882
2016-06-28 08:00:00,1.10235,1.11112,1.10098,1.10647,154073
2016-06-29 08:00:00,1.10641,1.11300,1.10489,1.11235,152566
2016-06-30 08:00:00,1.11170,1.11541,1.10238,1.11048,172106
